,occurences_epa,articles_epa,frac_of_articles_epa,occurences_nepa,articles_nepa,frac_of_articles_nepa,_merge,enrich_in_epa
counterpart,25,24,0.003188945,83,79,0.00158,both,2.018319614
expert,53,48,0.00637789,178,158,0.00316,both,2.018319614
shorten,25,24,0.003188945,84,79,0.00158,both,2.018319614
emir,28,17,0.002258836,75,56,0.00112,both,2.016817888
kit,20,17,0.002258836,74,56,0.00112,both,2.016817888
vermont,28,17,0.002258836,99,56,0.00112,both,2.016817888
move,486,392,0.052086102,1573,1292,0.02584,both,2.015716003
friendli,30,27,0.003587563,96,89,0.00178,both,2.015484896
chanc,41,37,0.00491629,136,122,0.00244,both,2.01487303
donald,54,37,0.00491629,132,122,0.00244,both,2.01487303
music,1512,696,0.092479405,4034,2295,0.0459,both,2.014801846
might,62,57,0.007573744,207,188,0.00376,both,2.014293711
succeed,123,107,0.01421738,401,353,0.00706,both,2.013793166
broadway,56,40,0.005314908,169,132,0.00264,both,2.013222848
left,321,279,0.037071486,1098,921,0.01842,both,2.012567075
clinic,53,39,0.005182036,170,129,0.00258,both,2.008540934
diamet,26,26,0.00345469,113,86,0.00172,both,2.008540934
pro,68,48,0.00637789,204,159,0.00318,both,2.00562578
anthropolog,22,16,0.002125963,85,53,0.00106,both,2.00562578
cruis,34,16,0.002125963,100,53,0.00106,both,2.00562578
pageant,20,16,0.002125963,108,53,0.00106,both,2.00562578
border,289,211,0.028036141,823,700,0.014,both,2.002581527
visit,123,107,0.01421738,416,355,0.0071,both,2.002447852
administ,48,44,0.005846399,154,146,0.00292,both,2.00219149
interest,224,192,0.02551156,715,638,0.01276,both,1.999338552
soldier,137,96,0.01275578,398,319,0.00638,both,1.999338552
metal,223,111,0.014748871,511,369,0.00738,both,1.998491949
applic,157,114,0.015147489,532,379,0.00758,both,1.998349433
salt,78,40,0.005314908,194,133,0.00266,both,1.998085834
high,743,519,0.068960935,2445,1728,0.03456,both,1.995397437
visual,79,63,0.008370981,269,210,0.0042,both,1.993090619
heaven,31,24,0.003188945,114,80,0.0016,both,1.993090619
nevada,47,33,0.004384799,147,110,0.0022,both,1.993090619
atlanta,50,42,0.005580654,184,140,0.0028,both,1.993090619
dictionari,22,18,0.002391709,80,60,0.0012,both,1.993090619
synthesi,20,18,0.002391709,83,60,0.0012,both,1.993090619
smallest,33,27,0.003587563,94,90,0.0018,both,1.993090619
kyle,21,12,0.001594472,59,40,0.0008,both,1.993090619
lost,239,205,0.027238905,761,684,0.01368,both,1.991148036
yet,76,73,0.009699708,258,244,0.00488,both,1.987645016
harvard,62,35,0.004650545,193,117,0.00234,both,1.987412298
forum,46,32,0.004251927,142,107,0.00214,both,1.986881614
frequenc,36,29,0.003853309,146,97,0.00194,both,1.986241511
liter,67,58,0.007706617,204,194,0.00388,both,1.986241511
differenti,30,26,0.00345469,124,87,0.00174,both,1.985454257
research,478,309,0.041057667,1657,1034,0.02068,both,1.985380404
musician,201,164,0.021791124,643,549,0.01098,both,1.984619682
iron,107,71,0.009433962,373,238,0.00476,both,1.981924845
togeth,235,215,0.028567632,795,721,0.01442,both,1.981111804
singersongwrit,63,62,0.008238108,211,208,0.00416,both,1.980314397
helicopt,37,14,0.001860218,84,47,0.00094,both,1.978955225
manila,29,14,0.001860218,80,47,0.00094,both,1.978955225
look,94,92,0.012224289,352,309,0.00618,both,1.978040312
futur,146,119,0.015811852,486,400,0.008,both,1.976481531
soviet,270,113,0.015014616,638,380,0.0076,both,1.975607368
ton,29,22,0.0029232,103,74,0.00148,both,1.975134848
fellow,107,96,0.01275578,375,323,0.00646,both,1.974578942
manner,42,41,0.005447781,149,138,0.00276,both,1.973833705
gregori,20,19,0.002524581,73,64,0.00128,both,1.972329259
spell,116,100,0.013287271,373,337,0.00674,both,1.971405162
willi,35,27,0.003587563,115,91,0.00182,both,1.971188524
walk,74,67,0.008902471,277,226,0.00452,both,1.969573326
last,515,449,0.059659846,1703,1515,0.0303,both,1.968971811
caught,26,24,0.003188945,81,81,0.00162,both,1.968484562
tribun,21,16,0.002125963,75,54,0.00108,both,1.968484562
democrat,301,185,0.024581451,869,625,0.0125,both,1.966516078
score,345,179,0.023784215,900,605,0.0121,both,1.96563758
ryan,58,34,0.004517672,189,115,0.0023,both,1.964205248
fossil,86,47,0.006245017,203,159,0.00318,both,1.96384191
ambassador,43,39,0.005182036,346,132,0.00264,both,1.962892276
mose,26,13,0.001727345,60,44,0.00088,both,1.962892276
grow,154,135,0.017937816,527,457,0.00914,both,1.962561879
price,75,57,0.007573744,304,193,0.00386,both,1.962109936
vehicl,125,75,0.009965453,444,254,0.00508,both,1.961703365
consult,69,62,0.008238108,233,210,0.0042,both,1.96145426
princ,130,90,0.011958544,486,305,0.0061,both,1.960417002
expedit,67,41,0.005447781,203,139,0.00278,both,1.959633463
winger,25,23,0.003056072,78,78,0.00156,both,1.959020694
war,1651,656,0.087164496,3448,2228,0.04456,both,1.95611527
oil,104,68,0.009035344,375,231,0.00462,both,1.955702195
feder,426,253,0.033616795,1212,860,0.0172,both,1.954464832
invest,84,65,0.008636726,355,221,0.00442,both,1.954010411
pearl,25,20,0.002657454,90,68,0.00136,both,1.954010411
ratio,33,20,0.002657454,106,68,0.00136,both,1.954010411
tuesday,23,20,0.002657454,74,68,0.00136,both,1.954010411
breakfast,20,15,0.001993091,61,51,0.00102,both,1.954010411
base,932,798,0.106032421,3109,2716,0.05432,both,1.951995967
employ,140,126,0.016741961,501,429,0.00858,both,1.951277529
everyth,30,22,0.0029232,82,75,0.0015,both,1.948799717
recreat,74,51,0.006776508,197,174,0.00348,both,1.947272444
afford,21,17,0.002258836,59,58,0.00116,both,1.947272444
jesu,106,46,0.006112145,245,157,0.00314,both,1.946542855
discov,121,106,0.014084507,407,362,0.00724,both,1.945373901
guitarist,118,72,0.009566835,308,246,0.00492,both,1.944478653
ceas,38,36,0.004783417,124,123,0.00246,both,1.944478653
kolkata,25,12,0.001594472,61,41,0.00082,both,1.944478653
join,379,307,0.040791921,1256,1050,0.021,both,1.942472445
record,1849,863,0.114669147,4852,2953,0.05906,both,1.941570385
away,119,111,0.014748871,416,380,0.0076,both,1.940640866
korea,170,68,0.009035344,372,233,0.00466,both,1.938915052
copyright,44,14,0.001860218,65,48,0.00096,both,1.937726991
dairi,23,14,0.001860218,67,48,0.00096,both,1.937726991
wilson,85,49,0.006510763,260,168,0.00336,both,1.937726991
clean,25,21,0.002790327,83,72,0.00144,both,1.937726991
court,367,223,0.029630614,1326,765,0.0153,both,1.93664143
societi,289,234,0.031092214,1217,803,0.01606,both,1.936003341
convert,85,74,0.00983258,287,254,0.00508,both,1.93554732
destin,47,37,0.00491629,158,127,0.00254,both,1.93554732
also,4305,2926,0.388785543,13165,10045,0.2009,both,1.935219231
framework,27,23,0.003056072,103,79,0.00158,both,1.934222964
plan,240,200,0.026574542,886,687,0.01374,both,1.934100552
ie,72,62,0.008238108,237,213,0.00426,both,1.933828144
besid,42,39,0.005182036,138,134,0.00268,both,1.933595377
wall,140,94,0.012490035,420,323,0.00646,both,1.93344188
jonathan,42,32,0.004251927,122,110,0.0022,both,1.932693934
need,163,146,0.019399415,588,502,0.01004,both,1.932212685
pound,49,25,0.003321818,108,86,0.00172,both,1.93128936
stay,78,70,0.00930109,259,241,0.00482,both,1.92968663
aerial,27,18,0.002391709,66,62,0.00124,both,1.928797373
crash,59,38,0.005049163,164,131,0.00262,both,1.927161413
trio,35,29,0.003853309,130,100,0.002,both,1.926654265
detail,94,87,0.011559926,332,300,0.006,both,1.926654265
exil,38,31,0.004119054,119,107,0.00214,both,1.924791564
let,47,42,0.005580654,166,145,0.0029,both,1.924363356
tell,59,57,0.007573744,224,197,0.00394,both,1.92227014
enterpris,53,46,0.006112145,204,159,0.00318,both,1.922058039
stem,55,35,0.004650545,154,121,0.00242,both,1.921712718
duti,104,59,0.00783949,245,204,0.00408,both,1.921443571
giant,98,59,0.00783949,272,204,0.00408,both,1.921443571
chancellor,37,24,0.003188945,100,83,0.00166,both,1.921051199
pay,55,50,0.006643635,217,173,0.00346,both,1.920125837
camp,156,76,0.010098326,410,263,0.00526,both,1.919833803
absenc,29,26,0.00345469,98,90,0.0018,both,1.919272448
proceed,27,26,0.00345469,98,90,0.0018,both,1.919272448
telescop,38,13,0.001727345,90,45,0.0009,both,1.919272448
yanke,39,13,0.001727345,76,45,0.0009,both,1.919272448
honorari,50,39,0.005182036,159,135,0.0027,both,1.919272448
revis,31,28,0.003720436,126,97,0.00194,both,1.917750424
surround,140,129,0.017140579,484,447,0.00894,both,1.917290752
programm,125,90,0.011958544,426,312,0.00624,both,1.916433288
advisor,33,30,0.003986181,119,104,0.00208,both,1.916433288
sixteen,30,30,0.003986181,106,104,0.00208,both,1.916433288
deer,42,15,0.001993091,73,52,0.00104,both,1.916433288
mirror,24,15,0.001993091,71,52,0.00104,both,1.916433288
unknown,82,77,0.010231199,280,267,0.00534,both,1.915954777
union,541,310,0.041190539,1610,1075,0.0215,both,1.915839045
fruit,90,49,0.006510763,216,170,0.0034,both,1.914930203
brave,25,17,0.002258836,91,59,0.00118,both,1.914267826
luca,33,17,0.002258836,72,59,0.00118,both,1.914267826
marco,28,17,0.002258836,85,59,0.00118,both,1.914267826
sheet,26,19,0.002524581,79,66,0.00132,both,1.912561705
incumb,51,40,0.005314908,154,139,0.00278,both,1.911837524
eleventh,25,23,0.003056072,81,80,0.0016,both,1.910045177
household,56,48,0.00637789,217,167,0.00334,both,1.909547899
interfac,38,27,0.003587563,118,94,0.00188,both,1.908278252
profession,722,558,0.074142971,2300,1944,0.03888,both,1.90696942
effici,38,35,0.004650545,143,122,0.00244,both,1.905960975
press,149,119,0.015811852,534,415,0.0083,both,1.905042439
slightli,58,53,0.007042254,202,185,0.0037,both,1.903311762
page,110,75,0.009965453,353,262,0.00524,both,1.901804026
modifi,52,38,0.005049163,151,133,0.00266,both,1.898181542
remot,30,28,0.003720436,113,98,0.00196,both,1.898181542
stephen,71,64,0.008503853,279,224,0.00448,both,1.898181542
factori,68,50,0.006643635,262,175,0.0035,both,1.898181542
option,62,36,0.004783417,148,126,0.00252,both,1.898181542
raymond,28,22,0.0029232,83,77,0.00154,both,1.898181542
buddhist,28,20,0.002657454,106,70,0.0014,both,1.898181542
cuban,30,16,0.002125963,86,56,0.00112,both,1.898181542
hometown,22,20,0.002657454,70,70,0.0014,both,1.898181542
poker,28,8,0.001062982,66,28,0.00056,both,1.898181542
poni,34,8,0.001062982,64,28,0.00056,both,1.898181542
sa,20,16,0.002125963,84,56,0.00112,both,1.898181542
sent,84,78,0.010364071,299,273,0.00546,both,1.898181542
via,164,141,0.018735052,557,495,0.0099,both,1.892429477
rush,53,33,0.004384799,156,116,0.00232,both,1.889999725
mathematician,45,31,0.004119054,123,109,0.00218,both,1.889474287
avail,228,184,0.024448578,731,647,0.01294,both,1.889380082
employe,53,48,0.00637789,203,169,0.00338,both,1.886949699
along,493,437,0.058065373,1724,1539,0.03078,both,1.886464372
tamil,144,69,0.009168217,352,243,0.00486,both,1.886464372
inc,110,92,0.012224289,428,324,0.00648,both,1.886464372
ordinari,24,21,0.002790327,88,74,0.00148,both,1.885355991
antarctica,28,19,0.002524581,87,67,0.00134,both,1.884016008
chuck,24,19,0.002524581,72,67,0.00134,both,1.884016008
weather,45,36,0.004783417,170,127,0.00254,both,1.883235231
perhap,54,51,0.006776508,185,180,0.0036,both,1.882363363
style,332,238,0.031623704,1032,840,0.0168,both,1.882363363
alumni,22,17,0.002258836,70,60,0.0012,both,1.882363363
provision,26,17,0.002258836,76,60,0.0012,both,1.882363363
technolog,267,198,0.026308796,973,699,0.01398,both,1.881888138
liverpool,71,30,0.003986181,174,106,0.00212,both,1.880274169
johnson,118,52,0.006909381,296,184,0.00368,both,1.877549134
singapor,111,39,0.005182036,213,138,0.00276,both,1.877549134
patent,32,26,0.00345469,151,92,0.00184,both,1.877549134
brooklyn,46,35,0.004650545,174,124,0.00248,both,1.875219669
fit,54,46,0.006112145,237,163,0.00326,both,1.874890971
senior,180,149,0.019798033,634,528,0.01056,both,1.874813777
would,519,393,0.052218974,1886,1393,0.02786,both,1.87433504
narrat,22,22,0.0029232,104,78,0.00156,both,1.873845881
id,20,11,0.0014616,61,39,0.00078,both,1.873845881
bill,145,119,0.015811852,572,422,0.00844,both,1.873442209
fulllength,34,31,0.004119054,117,110,0.0022,both,1.872297248
dominican,29,20,0.002657454,94,71,0.00142,both,1.871446591
travel,188,154,0.020462397,673,547,0.01094,both,1.870420203
leav,208,163,0.021658251,659,579,0.01158,both,1.870315319
chain,88,63,0.008370981,304,224,0.00448,both,1.868522455
uttar,20,18,0.002391709,76,64,0.00128,both,1.868522455
jack,99,79,0.010496944,332,281,0.00562,both,1.867783617
game,1685,562,0.074674462,3968,2000,0.04,both,1.866861547
window,195,68,0.009035344,364,242,0.00484,both,1.866806641
grace,33,25,0.003321818,120,89,0.00178,both,1.866189718
ad,267,214,0.02843476,874,762,0.01524,both,1.865797867
custom,95,73,0.009699708,329,260,0.0052,both,1.8653284
tribe,110,64,0.008503853,375,228,0.00456,both,1.864880112
water,471,220,0.029231996,1223,784,0.01568,both,1.864285443
inhabit,148,124,0.016476216,491,442,0.00884,both,1.863825315
stori,446,296,0.039330322,1549,1057,0.02114,both,1.860469326
complet,356,310,0.041190539,1277,1107,0.02214,both,1.86045797
hawaii,44,28,0.003720436,147,100,0.002,both,1.860217911
patron,33,28,0.003720436,124,100,0.002,both,1.860217911
sunday,72,56,0.007440872,227,200,0.004,both,1.860217911
temporari,29,28,0.003720436,108,100,0.002,both,1.860217911
dimens,22,21,0.002790327,98,75,0.0015,both,1.860217911
uniform,23,21,0.002790327,92,75,0.0015,both,1.860217911
forward,101,84,0.011161307,339,300,0.006,both,1.860217911
read,106,89,0.011825671,398,318,0.00636,both,1.859382234
tourist,57,47,0.006245017,203,168,0.00336,both,1.858636093
elementari,30,26,0.00345469,121,93,0.00186,both,1.857360434
trend,28,26,0.00345469,103,93,0.00186,both,1.857360434
documentari,105,78,0.010364071,423,279,0.00558,both,1.857360434
wind,74,45,0.005979272,243,161,0.00322,both,1.856916726
name,2024,1435,0.190672336,6858,5145,0.1029,both,1.852986743
summit,47,34,0.004517672,193,122,0.00244,both,1.851504947
fund,132,117,0.015546107,548,420,0.0084,both,1.850727004
heritag,98,83,0.011028435,362,298,0.00596,both,1.850408517
platform,107,83,0.011028435,413,298,0.00596,both,1.850408517
brian,58,44,0.005846399,180,158,0.00316,both,1.850126313
superior,37,32,0.004251927,133,115,0.0023,both,1.848663763
worker,104,69,0.009168217,358,248,0.00496,both,1.848430816
fair,55,47,0.006245017,249,169,0.00338,both,1.847638247
underground,56,47,0.006245017,203,169,0.00338,both,1.847638247
space,246,142,0.018867925,804,511,0.01022,both,1.846176568
array,20,20,0.002657454,85,72,0.00144,both,1.845454277
pete,33,20,0.002657454,86,72,0.00144,both,1.845454277
cream,31,15,0.001993091,100,54,0.00108,both,1.845454277
arteri,20,10,0.001328727,68,36,0.00072,both,1.845454277
actual,92,88,0.011692798,336,317,0.00634,both,1.844289953
secondari,118,88,0.011692798,398,317,0.00634,both,1.844289953
elig,28,28,0.003720436,119,101,0.00202,both,1.841799912
queen,173,120,0.015944725,583,433,0.00866,both,1.841192258
autonom,53,41,0.005447781,172,148,0.00296,both,1.840466563
cattl,35,18,0.002391709,81,65,0.0013,both,1.839775956
elder,45,36,0.004783417,161,130,0.0026,both,1.839775956
levi,21,18,0.002391709,94,65,0.0013,both,1.839775956
agricultur,112,96,0.01275578,479,347,0.00694,both,1.83800864
fulltim,28,26,0.00345469,108,94,0.00188,both,1.83760128
hire,44,39,0.005182036,168,141,0.00282,both,1.83760128
nobil,20,13,0.001727345,57,47,0.00094,both,1.83760128
veteran,47,39,0.005182036,173,141,0.00282,both,1.83760128
alexand,106,81,0.010762689,346,293,0.00586,both,1.836636407
basketbal,381,131,0.017406325,949,474,0.00948,both,1.836110205
bit,31,21,0.002790327,108,76,0.00152,both,1.83574136
greg,22,21,0.002790327,81,76,0.00152,both,1.83574136
log,33,21,0.002790327,132,76,0.00152,both,1.83574136
rock,599,316,0.041987776,1544,1144,0.02288,both,1.835130057
remark,29,29,0.003853309,116,105,0.0021,both,1.834908824
entri,75,69,0.009168217,292,250,0.005,both,1.83364337
draw,88,80,0.010629817,359,290,0.0058,both,1.832727006
afc,25,16,0.002125963,86,58,0.00116,both,1.832727006
todd,36,16,0.002125963,64,58,0.00116,both,1.832727006
mike,79,67,0.008902471,275,243,0.00486,both,1.831784245
coauthor,21,19,0.002524581,72,69,0.00138,both,1.829406849
forti,22,19,0.002524581,80,69,0.00138,both,1.829406849
vike,31,19,0.002524581,101,69,0.00138,both,1.829406849
turkey,129,79,0.010496944,367,287,0.00574,both,1.828735876
pacif,143,104,0.013818762,507,378,0.00756,both,1.827878522
communist,115,55,0.007307999,352,200,0.004,both,1.826999734
keyboard,25,22,0.0029232,110,80,0.0016,both,1.826999734
green,247,146,0.019399415,780,531,0.01062,both,1.826686945
branch,159,133,0.01767207,603,484,0.00968,both,1.825627082
mutual,28,25,0.003321818,110,91,0.00182,both,1.82517456
daniel,79,64,0.008503853,259,233,0.00466,both,1.824861225
eric,47,42,0.005580654,203,153,0.00306,both,1.82374305
access,173,132,0.017539197,581,481,0.00962,both,1.823201398
johnni,35,31,0.004119054,147,113,0.00226,both,1.822590242
navig,34,31,0.004119054,157,113,0.00226,both,1.822590242
rider,148,31,0.004119054,168,113,0.00226,both,1.822590242
disband,37,34,0.004517672,133,124,0.00248,both,1.821641964
retail,73,51,0.006776508,227,186,0.00372,both,1.821641964
brother,285,219,0.029099123,1014,799,0.01598,both,1.820971404
english,800,582,0.077331916,2591,2125,0.0425,both,1.819574495
acquisit,30,23,0.003056072,95,84,0.00168,both,1.819090644
aquat,29,26,0.00345469,115,95,0.0019,both,1.818258109
offic,628,445,0.059128355,2260,1627,0.03254,both,1.817097573
jane,41,32,0.004251927,133,117,0.00234,both,1.817062673
speed,90,64,0.008503853,334,234,0.00468,both,1.817062673
level,332,268,0.035609886,1204,980,0.0196,both,1.816830905
strateg,40,35,0.004650545,167,128,0.00256,both,1.816619054
arriv,86,73,0.009699708,304,267,0.00534,both,1.816424659
heart,150,103,0.013685889,430,377,0.00754,both,1.815104631
machin,95,57,0.007573744,305,209,0.00418,both,1.811900563
inaugur,58,54,0.007175126,215,198,0.00396,both,1.811900563
defunct,22,21,0.002790327,77,77,0.00154,both,1.811900563
relev,22,21,0.002790327,85,77,0.00154,both,1.811900563
hell,24,15,0.001993091,76,55,0.0011,both,1.811900563
state,3796,1876,0.2492692,10389,6886,0.13772,both,1.809970956
put,104,101,0.013420144,408,371,0.00742,both,1.808644677
western,479,363,0.048232793,1604,1334,0.02668,both,1.807825824
agenc,138,99,0.013154398,477,364,0.00728,both,1.806922814
analysi,65,59,0.00783949,301,217,0.00434,both,1.806334048
guard,70,59,0.00783949,312,217,0.00434,both,1.806334048
huge,28,28,0.003720436,110,103,0.00206,both,1.806036807
na,30,25,0.003321818,144,92,0.00184,both,1.805335706
